word,let,syl,freq_KF,freq_BNC,freq_TV,freq_PG,freq_BN,noun,adjective,ndim1,ndim2,ndim3,ndim4,ndim5,ndim6,ndim7,adim1,adim2,adim3,adim4,adim5,adim6,adim7,adim8,adim9,adim10,p_hit,p_fa,DP
steeple,7,2,9,1.078921,-99,2.56248,0.411765,1,0,4.41,2.91,5.16,5.62,5.04,2.2,2.45,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.833333,0.074074,2.413525
tortured,8,2,9,5.114885,6.195702,7.98254,7.470588,0,1,-99,-99,-99,-99,-99,-99,-99,1.58,5.76,5.21,4.82,5.91,3.88,5.74,2.01,1.61,2.09,-99,-99,-99
toss,4,1,9,5.344655,13.657929,5.38129,12.392157,1,0,3.69,3,5.33,4.96,6.46,3.18,1.78,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.558824,0.071429,1.613221
wicked,6,2,9,10.949051,11.296031,42.0179,13.294118,0,1,-99,-99,-99,-99,-99,-99,-99,1.86,4.93,5.76,3.52,6.44,1.88,3.81,1.53,1.75,4.12,-99,-99,-99
worldly,7,2,9,2.487512,-99,14.3701,1.509804,0,1,-99,-99,-99,-99,-99,-99,-99,5.21,3.56,4.43,3.43,6.2,3.82,3.73,4.93,5.67,5.06,-99,-99,-99
admirable,9,4,10,4.795205,2.60151,22.2554,2.607843,0,1,-99,-99,-99,-99,-99,-99,-99,6.42,2.47,5.41,4.33,6.68,3.28,3.04,6.45,6.69,5.06,-99,-99,-99
aggression,10,3,10,12.587413,1.985363,2.83859,2.803922,1,0,2.08,5.35,5.32,3.97,5.81,4.94,5.43,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.5,0.028571,1.902216
ankle,5,2,10,9.64036,7.872992,4.20646,8.019608,1,0,4.26,2.76,6.46,5.96,6.96,3.53,1.63,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.684211,0.148148,1.523914
bite,4,1,10,12.977023,38.74881,12.6534,40.784314,1,0,3,4.5,5.96,5.54,6.56,3.7,3.29,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.633333,0,2.667043
cautious,8,2,10,11.428571,4.039187,10.598,3.352941,0,1,-99,-99,-99,-99,-99,-99,-99,3.98,4.96,5.63,5.1,6.42,4.19,3.3,3.97,3.57,4.98,-99,-99,-99
cheerful,8,2,10,11.528472,2.498819,30.177,3.72549,0,1,-99,-99,-99,-99,-99,-99,-99,5.88,2.96,6.9,5.27,6.73,4.66,5.09,6.15,6.51,3.92,-99,-99,-99
coarse,6,1,10,6.403596,-99,20.8701,1.352941,0,1,-99,-99,-99,-99,-99,-99,-99,2.49,5.44,4.18,5.05,5.54,2.6,2.36,1.58,1.99,2.54,-99,-99,-99
coin,4,1,10,12.297702,5.13456,13.9967,9.745098,1,0,4.45,2.31,6.31,6.18,6.18,5.04,2.09,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.848485,0.111111,2.250597
conscientious,13,4,10,3.356643,-99,6.35834,1.215686,0,1,-99,-99,-99,-99,-99,-99,-99,4.02,4.21,3.2,4.84,5.91,2.76,2.51,4.3,4.7,5.5,-99,-99,-99
crushed,7,1,10,10.45954,7.085692,17.753,8.45098,0,1,-99,-99,-99,-99,-99,-99,-99,2.15,5.4,6.61,4.52,5.92,3.85,4.73,2.05,1.79,3.06,-99,-99,-99
demon,5,2,10,2.997003,58.294368,7.73492,31.235294,1,0,1.54,5.28,5.34,3.74,6.48,3.05,4.22,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.8,0.026316,2.779553
dig,3,1,10,10.929071,27.48701,9.57905,46.215686,1,0,3.84,3.53,5.53,5.46,5.96,2.73,1.96,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.470588,0.058824,1.490935
doll,4,1,10,7.442557,26.117794,7.19932,24.764706,1,0,4.9,2.3,6.36,6.14,6.23,3.27,2.47,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.608696,0.111111,1.496561
dreadful,8,2,10,14.455544,4.518413,42.8019,8,0,1,-99,-99,-99,-99,-99,-99,-99,1.65,4.92,5.62,4.58,5.85,3.31,3.67,1.6,1.51,2.16,-99,-99,-99
earthy,6,2,10,1.398601,-99,-99,0.411765,0,1,-99,-99,-99,-99,-99,-99,-99,5.21,2.38,4.71,3.97,5.86,2.26,1.71,4.96,4.42,3.17,-99,-99,-99
elbow,5,2,10,10.949051,3.731113,14.3654,6.137255,1,0,4.08,2.72,5.79,5.91,6.29,3,1.83,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.777778,0.157895,1.767858
frustrated,10,3,10,10.44955,7.393766,-99,5,0,1,-99,-99,-99,-99,-99,-99,-99,2.1,5.32,5.71,3.92,5.87,5.08,5.29,1.72,1.47,4.19,-99,-99,-99
gigantic,8,3,10,4.055944,2.498819,13.7633,3.72549,0,1,-99,-99,-99,-99,-99,-99,-99,3.04,3.01,6.52,6.07,6.96,2.94,1.62,3.2,2.06,2.36,-99,-99,-99
gracious,8,2,10,4.335664,5.339942,23.0821,7.156863,0,1,-99,-99,-99,-99,-99,-99,-99,6.26,1.44,5.36,4.62,6.27,5.13,4.98,6.42,5.59,4.67,-99,-99,-99
grease,6,1,10,4.095904,5.305712,3.79744,6.941176,1,0,3.34,3.52,5.82,5.76,5.62,2.82,1.95,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.71875,0.130435,1.70347
hammer,6,2,10,11.448551,10.645654,9.63206,12.470588,1,0,3.8,3.19,6.47,6,6.28,3.33,2.04,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.833333,0.111111,2.188062
ingenious,9,3,10,4.495504,1.266525,12.9484,2.117647,0,1,-99,-99,-99,-99,-99,-99,-99,4.83,3.49,3.79,3.53,6.33,3.8,2.98,5.5,5.13,4.99,-99,-99,-99
knot,4,1,10,6.923077,5.13456,9.33538,3.686275,1,0,3.48,3.41,6.1,5.86,6.24,2.96,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.655172,0.142857,1.466894
majestic,8,3,10,2.927073,-99,9.3164,1.372549,0,1,-99,-99,-99,-99,-99,-99,-99,5.29,2.69,5.19,2.08,6.29,2.92,3.76,4.75,4.9,4.56,-99,-99,-99
margin,6,2,10,14.565435,2.224976,9.40105,1.960784,1,0,4.05,3.32,4.97,4.41,5.73,4.14,1.97,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.75,0.037037,2.460645
merry,5,2,10,5.324675,32.450417,32.1825,39.098039,0,1,-99,-99,-99,-99,-99,-99,-99,6.05,1.92,5.95,4.68,5.63,5.03,5.15,6.2,5.6,4.74,-99,-99,-99
misfortune,10,3,10,3.846154,1.471907,24.711,2.666667,1,0,1.75,5.13,3.76,3.03,6.03,4.8,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.724138,0.060606,2.144884
monkey,6,2,10,5.764236,26.768171,8.04662,33.509804,1,0,4.64,3.04,6.8,6.56,6.72,2.68,1.84,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.714286,0,2.892297
neurotic,8,3,10,2.727273,3.012275,-99,2.666667,0,1,-99,-99,-99,-99,-99,-99,-99,2.55,5.28,4.23,3.97,5.85,3.57,3.67,2.3,2.35,4.79,-99,-99,-99
patriot,7,3,10,1.898102,1.882672,7.20723,2.607843,1,0,5,3.08,5,4.04,6,3.8,4.32,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.875,0.096774,2.450503
perfume,7,2,10,5.554446,7.633379,9.0308,11.431373,1,0,4.68,2.62,6.15,5.9,6.54,4.03,2.19,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.703704,0.166667,1.502504
pious,5,2,10,3.666334,-99,19.9009,0.941176,0,1,-99,-99,-99,-99,-99,-99,-99,3.82,4.55,4.65,3.61,4.5,2.04,3.54,3.24,2.99,3.49,-99,-99,-99
poison,6,2,10,9.75025,20.401317,19.8147,24.54902,1,0,1.69,5.86,5.02,4.72,6,3.5,4.11,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.740741,0,2.971979
rally,5,2,10,16.063936,6.093011,4.13684,7.215686,1,0,4.33,4.25,5.1,4.59,6.37,4.4,3.37,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.625,0,2.644987
recruit,7,2,10,9.56044,1.848441,2.60283,3.686275,1,0,3.58,3.41,4.24,4.37,5.58,3.89,3.03,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.791667,0.096774,2.112371
scar,4,1,10,4.305694,8.317987,4.00472,8.470588,1,0,2.47,3.95,6.56,5.39,6.17,3.56,3.6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.72973,0.076923,2.038073
shotgun,7,2,10,4.125874,5.511094,-99,10.039216,1,0,2.7,4.64,6.24,6.27,6.44,3.93,2.55,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.846154,0.081081,2.417913
slate,5,1,10,6.213786,3.320349,4.56247,3.235294,1,0,3.67,3.6,5.02,4.82,5.6,2.92,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.8,0.028571,2.743838
slaughter,9,2,10,5.334665,2.60151,11.647,5.45098,1,0,1.36,5.87,5.48,5.09,6.27,3.24,5.21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.848485,0.066667,2.531043
sunrise,7,2,10,2.517483,4.347261,9.22621,6.058824,1,0,6.32,2.2,6.76,6.16,6.4,3.8,3.48,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.542857,0.05,1.752488
swear,5,1,10,8.881119,110.872259,27.3803,88.156863,1,0,2.93,4.24,4.24,4.06,6.13,4.13,4.41,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.555556,0.05,1.784564
sweetheart,10,2,10,4.105894,117.547187,6.1566,64.156863,1,0,5.91,1.86,4.94,3.64,5.83,4.16,5.29,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.84375,0.064516,2.527919
tackle,6,2,10,21.228771,2.841123,4.3544,4.294118,1,0,3,4.63,5.9,5.5,6.03,4.06,2.73,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.648649,0.15,1.418108
thermometer,11,4,10,1.448551,1.574598,5.38604,2.196078,1,0,4.06,2.83,6.83,6.13,6.86,3.46,2.43,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.774194,0,3.079077
thigh,5,1,10,7.842158,2.259206,4.87576,3.745098,1,0,4.05,2.44,6.83,6.11,6.52,2.91,1.83,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.878788,0,3.495297
tolerant,8,3,10,4.015984,-99,2.7302,1.27451,0,1,-99,-99,-99,-99,-99,-99,-99,4.81,2.77,4.17,4.05,6.15,4.64,2.85,5.87,6.17,5.29,-99,-99,-99
vagina,6,3,10,2.727273,2.464589,-99,5.058824,1,0,4.42,3.57,6.42,6.53,6.84,3.57,3.23,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.939394,0.029412,3.439216
vain,4,1,10,3.616384,3.45727,78.8096,6.509804,0,1,-99,-99,-99,-99,-99,-99,-99,1.58,5.25,4.77,5.23,5.35,3.56,3.86,1.49,1.27,4.06,-99,-99,-99
vitamins,8,3,10,4.815185,2.909584,-99,3.54902,1,0,4.75,2.35,5.17,4.67,5.89,3.67,2.53,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.62963,0.035714,2.133616
willow,6,2,10,3.466533,24.06397,5.28873,6.235294,1,0,4.14,2.57,5.1,5.39,5.6,2.39,2.39,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.724138,0.029412,2.484688
witty,5,2,10,4.225774,3.696883,6.83619,3.196078,0,1,-99,-99,-99,-99,-99,-99,-99,5.4,2.95,5.25,4.49,6.77,3.73,4.05,5.17,5.66,5.07,-99,-99,-99
wrist,5,1,10,10.45954,7.941452,8.97146,10.333333,1,0,3.62,3.35,6.32,6.22,6.38,3.47,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.647059,0.068966,1.860932
adverse,7,2,11,11.828172,-99,5.54506,0.705882,0,1,-99,-99,-99,-99,-99,-99,-99,2.45,3.26,3.1,2.1,4.21,3.21,2.8,2.42,2.92,3.87,-99,-99,-99
agreeable,9,4,11,4.045954,-99,35.8051,1.588235,0,1,-99,-99,-99,-99,-99,-99,-99,5.83,1.67,6.01,3.57,6.46,5.1,3.79,6.04,5.87,5.02,-99,-99,-99
amazed,6,2,11,10.05994,5.784937,-99,5.117647,0,1,-99,-99,-99,-99,-99,-99,-99,5.77,1.92,6.07,3.13,6.71,6,3.35,4.51,4.91,2.57,-99,-99,-99
apprehension,12,4,11,5.354645,-99,16.6161,0.764706,1,0,2.53,4.9,3.76,3.26,5.13,3.8,4.3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.740741,0.027778,2.560137
awkward,7,2,11,15.754246,17.731346,15.0869,14.313725,0,1,-99,-99,-99,-99,-99,-99,-99,2.29,4.98,6.12,4.53,6.24,5.09,4.33,2.39,1.42,3.52,-99,-99,-99
blond,5,1,11,4.645355,7.462227,2.41849,10.45098,1,1,4.65,2.91,6.37,5.45,6.51,5,2.37,4.34,2.98,6.27,6.06,6.91,4.89,1.09,3.86,2.51,2.56,0.6,0.028571,2.155564
breast,6,1,11,16.753247,8.386448,61.786,8.960784,1,0,5.08,3.37,6.37,5.73,6.83,4.91,2.91,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.807692,0.029412,2.758934
burial,6,2,11,9.090909,4.073417,8.19615,4.745098,1,0,1.7,5.62,5.91,5.79,6.45,4.5,5.41,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.461538,0.081081,1.301278
childish,8,2,11,4.725275,4.176109,14.6747,4.901961,0,1,-99,-99,-99,-99,-99,-99,-99,2.48,4.29,6.18,3.53,6.81,5.82,3.95,3.07,2.4,2.32,-99,-99,-99
cliff,5,1,11,15.724276,11.19334,15.1075,21.568627,1,0,3.4,4.19,6.56,6.59,6.78,3.35,2.7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.8,0.2,1.683242
compulsive,10,3,11,2.447552,2.327667,-99,1.921569,0,1,-99,-99,-99,-99,-99,-99,-99,2.91,4.72,4.71,5.06,5.72,4.95,3.82,3.05,3.13,3.13,-99,-99,-99
concentrate,11,3,11,30.799201,23.824357,3.78478,15.647059,1,0,4.34,4.42,4.42,3.19,6.42,4.73,2.73,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.625,0.068966,1.802179
convincing,10,3,11,13.956044,10.269119,6.54268,6.921569,0,1,-99,-99,-99,-99,-99,-99,-99,4.99,3.58,4.68,4.19,6.59,4.88,3.92,4.14,5.03,5.4,-99,-99,-99
depressed,9,2,11,16.353646,13.349855,7.98966,16.27451,0,1,-99,-99,-99,-99,-99,-99,-99,1.56,5.32,6.14,4.46,5.85,4.98,5.51,1.82,1.21,1.45,-99,-99,-99
disciplined,11,3,11,4.755245,-99,3.16453,1.72549,0,1,-99,-99,-99,-99,-99,-99,-99,5.71,4.2,4.69,5.89,6.81,5.46,1.95,5.84,6.31,6.05,-99,-99,-99
eccentric,9,3,11,6.203796,1.882672,5.92797,3.509804,0,1,-99,-99,-99,-99,-99,-99,-99,4.79,4.1,5.88,4.18,5.57,4.15,4.01,4.49,3.84,3.26,-99,-99,-99
energetic,9,4,11,7.052947,-99,9.61544,1.294118,0,1,-99,-99,-99,-99,-99,-99,-99,5.61,2.99,5.45,4.1,6.63,6.02,3.06,5.5,5.79,4.57,-99,-99,-99
expectation,11,4,11,13.006993,-99,18.1454,1.313725,1,0,4.09,4.85,3.9,2.85,6.76,5.19,4.38,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.56,0.04,1.901655
flush,5,1,11,6.803197,6.401084,11.7182,9.372549,0,1,-99,-99,-99,-99,-99,-99,-99,3.23,3.29,2.59,4.51,4.67,2.26,4.04,2.86,2.79,2.8,-99,-99,-99
gene,4,1,11,22.367632,8.386448,-99,14.568627,1,0,4.27,3.27,3.57,4.69,5.72,3.15,1.84,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.657895,0,2.733072
indifferent,11,4,11,6.183816,-99,23.541,1.137255,0,1,-99,-99,-99,-99,-99,-99,-99,3.24,4.16,4.51,3.92,4.97,3.99,2.86,3.06,2.07,4,-99,-99,-99
infant,6,2,11,16.963037,3.114966,17.3938,4.215686,1,0,4.87,2.62,6.43,6.12,6.59,4.25,2.93,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.612903,0.034483,2.10554
invite,6,2,11,12.577423,32.518878,12.6296,29.588235,1,0,5.03,3.29,4.81,4.88,6.14,5.03,3.48,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.56,0.066667,1.652055
keen,4,1,11,37.732268,3.902265,33.7885,4.470588,0,1,-99,-99,-99,-99,-99,-99,-99,4.59,2.57,3.91,3.65,4.53,2.77,2.42,5.03,5.06,4.36,-99,-99,-99
launch,6,1,11,31.568432,10.30335,5.56088,19.960784,1,0,4.2,3.62,4.82,3.94,6,3.08,2.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.571429,0.142857,1.247583
leisure,7,2,11,28.811189,2.088054,21.7293,2.529412,1,0,5.83,1.65,5.52,3.86,6.69,4.34,3.52,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.823529,0.142857,1.99647
lifetime,8,2,11,18.311688,27.623931,9.2183,18.215686,1,0,5.03,3.66,3.14,3.88,6.66,4.74,4.44,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.791667,0.032258,2.660814
locker,6,2,11,2.457542,17.731346,-99,15.980392,1,0,4,3.08,6.16,5.96,6.41,3.52,2.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.5,0,2.326348
meek,4,1,11,1.598402,-99,6.66609,1.72549,0,1,-99,-99,-99,-99,-99,-99,-99,3.47,3.65,4.84,4.47,6.13,2.85,3.71,3.72,3.06,2.59,-99,-99,-99
muddy,5,2,11,6.323676,2.224976,7.79425,3,0,1,-99,-99,-99,-99,-99,-99,-99,2.8,3.44,5.42,4.61,4.13,2.62,2.79,2.47,1.5,2.99,-99,-99,-99
passive,7,2,11,14.485514,2.738432,8.61862,2.176471,0,1,-99,-99,-99,-99,-99,-99,-99,2.89,2.86,4.96,5.57,6.03,4.3,3.72,2.8,2.58,4,-99,-99,-99
perfection,10,3,11,7.232767,4.758025,24.8701,5.392157,1,0,5.36,3.16,3.73,2.53,5.96,4.12,4.38,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.666667,0.078947,1.842915
pig,3,1,11,13.456543,25.878181,10.416,39.137255,1,0,3.54,2.91,6.79,6.04,6.7,3.58,2.37,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.73913,0.054054,2.247422
preoccupied,11,4,11,6.313686,4.484182,3.7476,2,0,1,-99,-99,-99,-99,-99,-99,-99,2.84,4.89,5.25,4.01,6.54,3.7,2.12,2.11,2.4,2.56,-99,-99,-99
prompt,6,1,11,8.251748,-99,11.5703,1.156863,1,1,3.9,3.59,3.4,4.09,5.77,3.61,2.41,5.17,3.98,5.47,4.67,6.61,4.92,2.2,5.9,6.22,5.99,0.75,0.086957,2.034227
rabbit,6,2,11,14.395604,10.440271,7.09568,20.941176,1,0,4.77,2.54,6.77,6.72,6.09,3.4,2.68,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.75,0.129032,1.805467
rotation,8,3,11,7.922078,1.67729,2.88605,2.921569,1,0,3.96,2.89,4.46,4.96,6.29,3.81,2.14,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.774194,0.068966,2.236269
sanction,8,2,11,5.054945,-99,8.91133,0.843137,1,0,3.81,3.44,2.44,3.4,4.96,3.59,3.03,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.571429,0.05,1.824866
sandwich,8,2,11,10.879121,18.689797,-99,21.921569,1,0,5.34,1.96,6.68,5.65,6.87,4.5,1.96,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.777778,0.105263,2.016829
spit,4,1,11,4.725275,17.423273,5.00709,19.352941,1,0,2.37,4.18,5.74,5.14,6.18,2.74,3.14,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.777778,0,3.091058
strict,6,1,11,20.669331,5.305712,18.5647,7.019608,0,1,-99,-99,-99,-99,-99,-99,-99,3.04,6.28,6.14,3.02,5.95,4.23,2.97,3.18,3.54,4.89,-99,-99,-99
swallow,7,2,11,8.131868,8.728751,10.935,12.72549,1,0,3.95,3.45,5.59,5.54,6.18,3.22,2.13,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.733333,0.125,1.773275
tender,6,2,11,17.242757,6.332624,57.9593,8.882353,0,1,-99,-99,-99,-99,-99,-99,-99,5.07,2.2,5.51,4.57,6.56,4.43,4.46,4.86,5.56,4,-99,-99,-99
thoughtful,10,2,11,6.353646,9.44759,15.7688,7.803922,0,1,-99,-99,-99,-99,-99,-99,-99,5.83,2.2,4.49,3.79,6.43,4.55,3.75,6.26,5.71,4.95,-99,-99,-99
tune,4,1,11,15.774226,11.775257,14.4738,15.607843,1,0,4.36,2.22,4.59,4.86,6.34,4,2.52,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.606061,0.034483,2.087712
violin,6,3,11,5.694306,2.841123,6.97147,4.745098,1,0,4.7,2.41,6.45,6.32,6.93,2.61,2.35,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.8,0.04,2.592307
wholesome,9,2,11,1.988012,1.643059,11.5379,1.588235,0,1,-99,-99,-99,-99,-99,-99,-99,5.06,1.8,5.05,4.28,5.36,3.09,3.54,5.11,5.37,4.15,-99,-99,-99
zone,4,1,11,25.434565,15.437909,6.3085,20.117647,1,0,3.74,3.61,4.8,4,5.38,4.38,2.57,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.689655,0.035714,2.297616
absorption,10,3,12,9.490509,-99,3.95329,0.352941,1,0,3.53,2.85,3.71,4.25,5.75,3.57,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.84375,0.071429,2.475224
ardent,6,2,12,2.497502,-99,15.6747,0.588235,0,1,-99,-99,-99,-99,-99,-99,-99,4.01,3.56,2.27,2.93,2.7,2.54,2.62,3.88,3.34,3.42,-99,-99,-99
bastard,7,2,12,14.005994,43.02761,2.4628,65.647059,1,1,2.09,5.3,4.12,3.93,5.96,3.75,4.84,1.68,4.85,4.9,4.42,6.91,4.28,4.1,1.92,1.06,4.72,0.866667,0.04,2.861458
button,6,2,12,16.923077,20.949004,6.33461,28.254902,1,0,4.2,2.41,6.61,6.44,6.52,4.08,1.52,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.666667,0.04,2.181413
cane,4,1,12,4.715285,4.381491,10.1067,8.333333,1,0,3.7,3.2,5.74,5.47,6.11,3.51,2.8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.758621,0.058824,2.266599
census,6,2,12,10.34965,-99,3.13051,1.372549,1,0,4,3.84,4,4.32,5.28,4.56,2.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.735294,0.047619,2.297295
climb,5,1,12,22.397602,12.699478,-99,19.745098,1,0,4.6,3.48,6.12,5.44,6.73,4.34,2.42,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.666667,0.185185,1.326507
daring,6,2,12,7.142857,2.361897,22.1984,4.196078,0,1,-99,-99,-99,-99,-99,-99,-99,5.07,4.7,6.3,3.92,7,4.24,4.78,5.28,5.77,4.76,-99,-99,-99
dentist,7,2,12,5.594406,8.660291,1.59967,11.196078,1,0,3.18,3.93,5.71,5.84,6.28,3.56,2.81,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.787879,0.083333,2.182077
detached,8,2,12,10.15984,1.471907,9.95642,1.54902,0,1,-99,-99,-99,-99,-99,-99,-99,1.68,3.99,4.96,4.49,6.51,3.66,4.23,2.42,2,2.47,-99,-99,-99
elevator,8,4,12,2.077922,26.083563,3.28241,24.411765,1,0,3.71,3.12,6.34,6.25,6.28,3.75,2.15,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.65,0.027778,2.299826
entertaining,12,4,12,10.01998,5.442633,-99,5.647059,0,1,-99,-99,-99,-99,-99,-99,-99,5.27,3.13,5.75,4.91,6.64,4.09,3.51,6.75,6.32,4.54,-99,-99,-99
faithful,8,2,12,10.1998,7.119923,50.5875,9.117647,0,1,-99,-99,-99,-99,-99,-99,-99,6.11,2.18,5.4,4.28,7,4.46,5.03,6.31,6.36,5.28,-99,-99,-99
fashionable,11,4,12,11.658342,-99,15.4255,1.921569,0,1,-99,-99,-99,-99,-99,-99,-99,5.17,3.04,4.94,3.29,5.75,4.8,2.64,5.03,5.45,5.05,-99,-99,-99
grief,5,1,12,14.245754,17.389042,51.2053,10.823529,1,0,2.36,4.82,4.5,3.75,5.63,4.54,4.85,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.714286,0.090909,1.901127
grill,5,1,12,4.875125,6.538006,-99,4.45098,1,0,4.53,2.5,6.31,5.22,6.43,3.4,2.06,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.761905,0,3.038791
harsh,5,1,12,15.404595,9.584511,16.8013,7.098039,0,1,-99,-99,-99,-99,-99,-99,-99,1.53,5.89,4.78,3.7,6.5,4.44,4.45,1.64,1.66,4.01,-99,-99,-99
honorable,9,4,12,-99,8.386448,14.3139,7.235294,0,1,-99,-99,-99,-99,-99,-99,-99,5.95,2.84,5.11,4.53,6.71,4.11,4.96,5.88,6.14,5.73,-99,-99,-99
hopeful,7,2,12,7.222777,3.765344,8.41213,2.980392,0,1,-99,-99,-99,-99,-99,-99,-99,5.89,1.85,5.08,3.33,6.59,5.73,6.1,6.61,6.64,5.56,-99,-99,-99
ignorant,8,3,12,7.452547,3.251888,38.3217,6.254902,0,1,-99,-99,-99,-99,-99,-99,-99,2.08,5.2,5.94,4.99,6.66,5.15,2.7,1.31,1.49,3.92,-99,-99,-99
incentive,9,3,12,13.046953,2.464589,2.38052,1.960784,1,0,5.78,3.26,4.35,3.57,6.64,5.26,3.86,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.535714,0.137931,1.179304
juice,5,1,12,16.573427,26.323176,11.3543,26.882353,1,0,4.76,2.13,6.6,5.96,6.26,4.23,1.36,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.789474,0.064516,2.322526
lens,4,1,12,6.693307,2.635741,2.36153,4.666667,1,0,4.32,2.6,6.5,5.57,6.07,3.5,2.46,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.871795,0.047619,2.803308
magical,7,3,12,8.551449,13.452546,5.46436,9.098039,0,1,-99,-99,-99,-99,-99,-99,-99,5.65,2.39,5.89,2.39,7,3.45,3.06,5.48,5.28,4.06,-99,-99,-99
neglect,7,2,12,12.037962,1.506138,20.7348,1.686275,1,0,2.05,4.89,5.26,3.89,6.21,4.94,5.05,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.742857,0.071429,2.117413
ominous,7,3,12,3.506494,-99,6.95328,1.333333,0,1,-99,-99,-99,-99,-99,-99,-99,2.59,4.13,3.67,3.98,5.72,3.34,3.8,2.29,2.12,3.64,-99,-99,-99
paradise,8,3,12,10.18981,10.508732,22.0149,13.254902,1,0,6.67,1.75,5.53,3.39,6.39,3.78,4.21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.666667,0.043478,2.142403
phony,5,2,12,0.15984,12.186022,-99,8.254902,0,1,-99,-99,-99,-99,-99,-99,-99,1.95,5.42,5.26,5.58,6.14,2.91,3.93,1.08,1.5,3.39,-99,-99,-99
